item_no,item_name,branch,quantity,date
CAKE-006,Black Forest Cake,BR-O,8,2026-03-01
CAKE-006,Black Forest Cake,BR-P,8,2026-03-01
CAKE-006,Black Forest Cake,BR-Q,5,2026-03-01
CAKE-006,Black Forest Cake,BR-R,5,2026-03-01
CAKE-006,Black Forest Cake,BR-S,5,2026-03-01
CAKE-006,Black Forest Cake,BR-T,3,2026-03-01
CAKE-007,Strawberry Shortcake,BR-A,29,2026-03-01
CAKE-007,Strawberry Shortcake,BR-B,24,2026-03-01
CAKE-007,Strawberry Shortcake,BR-C,22,2026-03-01
CAKE-007,Strawberry Shortcake,BR-D,19,2026-03-01
CAKE-007,Strawberry Shortcake,BR-E,17,2026-03-01
CAKE-007,Strawberry Shortcake,BR-F,14,2026-03-01
CAKE-007,Strawberry Shortcake,BR-G,14,2026-03-01
CAKE-007,Strawberry Shortcake,BR-H,12,2026-03-01
CAKE-007,Strawberry Shortcake,BR-I,12,2026-03-01
CAKE-007,Strawberry Shortcake,BR-J,12,2026-03-01
CAKE-007,Strawberry Shortcake,BR-K,10,2026-03-01
CAKE-007,Strawberry Shortcake,BR-L,10,2026-03-01
CAKE-007,Strawberry Shortcake,BR-M,7,2026-03-01
CAKE-007,Strawberry Shortcake,BR-N,7,2026-03-01
CAKE-007,Strawberry Shortcake,BR-O,7,2026-03-01
CAKE-007,Strawberry Shortcake,BR-P,7,2026-03-01
CAKE-007,Strawberry Shortcake,BR-Q,5,2026-03-01
CAKE-007,Strawberry Shortcake,BR-R,5,2026-03-01
CAKE-007,Strawberry Shortcake,BR-S,5,2026-03-01
CAKE-007,Strawberry Shortcake,BR-T,2,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-A,18,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-B,15,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-C,14,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-D,12,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-E,11,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-F,9,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-G,9,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-H,8,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-I,8,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-J,8,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-K,6,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-L,6,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-M,4,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-N,4,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-O,4,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-P,4,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-Q,3,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-R,3,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-S,3,2026-03-01
CAKE-008,Whole-Wheat Cake,BR-T,2,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-A,23,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-B,19,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-C,17,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-D,15,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-E,13,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-F,11,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-G,11,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-H,10,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-I,10,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-J,10,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-K,8,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-L,8,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-M,6,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-N,6,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-O,6,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-P,6,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-Q,4,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-R,4,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-S,4,2026-03-01
CAKE-009,Pineapple Upside-Down Cake,BR-T,2,2026-03-01
CAKE-010,Butter Cake,BR-A,41,2026-03-01
CAKE-010,Butter Cake,BR-B,34,2026-03-01
CAKE-010,Butter Cake,BR-C,31,2026-03-01
CAKE-010,Butter Cake,BR-D,27,2026-03-01
CAKE-010,Butter Cake,BR-E,24,2026-03-01
CAKE-010,Butter Cake,BR-F,20,2026-03-01
CAKE-010,Butter Cake,BR-G,20,2026-03-01
CAKE-010,Butter Cake,BR-H,17,2026-03-01
CAKE-010,Butter Cake,BR-I,17,2026-03-01
CAKE-010,Butter Cake,BR-J,17,2026-03-01
CAKE-010,Butter Cake,BR-K,14,2026-03-01
CAKE-010,Butter Cake,BR-L,14,2026-03-01
CAKE-010,Butter Cake,BR-M,10,2026-03-01
CAKE-010,Butter Cake,BR-N,10,2026-03-01
CAKE-010,Butter Cake,BR-O,10,2026-03-01
CAKE-010,Butter Cake,BR-P,10,2026-03-01
CAKE-010,Butter Cake,BR-Q,7,2026-03-01
CAKE-010,Butter Cake,BR-R,7,2026-03-01
CAKE-010,Butter Cake,BR-S,7,2026-03-01
CAKE-010,Butter Cake,BR-T,3,2026-03-01
CAKE-011,German Chocolate Cake,BR-A,29,2026-03-01
CAKE-011,German Chocolate Cake,BR-B,24,2026-03-01
CAKE-011,German Chocolate Cake,BR-C,22,2026-03-01
CAKE-011,German Chocolate Cake,BR-D,19,2026-03-01
CAKE-011,German Chocolate Cake,BR-E,17,2026-03-01
CAKE-011,German Chocolate Cake,BR-F,14,2026-03-01
CAKE-011,German Chocolate Cake,BR-G,14,2026-03-01
CAKE-011,German Chocolate Cake,BR-H,12,2026-03-01
CAKE-011,German Chocolate Cake,BR-I,12,2026-03-01
CAKE-011,German Chocolate Cake,BR-J,12,2026-03-01
CAKE-011,German Chocolate Cake,BR-K,10,2026-03-01
CAKE-011,German Chocolate Cake,BR-L,10,2026-03-01
CAKE-011,German Chocolate Cake,BR-M,7,2026-03-01
CAKE-011,German Chocolate Cake,BR-N,7,2026-03-01
CAKE-011,German Chocolate Cake,BR-O,7,2026-03-01
CAKE-011,German Chocolate Cake,BR-P,7,2026-03-01
CAKE-011,German Chocolate Cake,BR-Q,5,2026-03-01
CAKE-011,German Chocolate Cake,BR-R,5,2026-03-01
CAKE-011,German Chocolate Cake,BR-S,5,2026-03-01
CAKE-011,German Chocolate Cake,BR-T,2,2026-03-01
CAKE-012,Tiramisu Cake,BR-A,31,2026-03-01
CAKE-012,Tiramisu Cake,BR-B,26,2026-03-01
CAKE-012,Tiramisu Cake,BR-C,23,2026-03-01
CAKE-012,Tiramisu Cake,BR-D,21,2026-03-01
CAKE-012,Tiramisu Cake,BR-E,18,2026-03-01
CAKE-012,Tiramisu Cake,BR-F,16,2026-03-01
CAKE-012,Tiramisu Cake,BR-G,16,2026-03-01
CAKE-012,Tiramisu Cake,BR-H,13,2026-03-01
CAKE-012,Tiramisu Cake,BR-I,13,2026-03-01
CAKE-012,Tiramisu Cake,BR-J,13,2026-03-01
CAKE-012,Tiramisu Cake,BR-K,10,2026-03-01
CAKE-012,Tiramisu Cake,BR-L,10,2026-03-01
CAKE-012,Tiramisu Cake,BR-M,8,2026-03-01
CAKE-012,Tiramisu Cake,BR-N,8,2026-03-01
CAKE-012,Tiramisu Cake,BR-O,8,2026-03-01
CAKE-012,Tiramisu Cake,BR-P,8,2026-03-01
CAKE-012,Tiramisu Cake,BR-Q,5,2026-03-01
CAKE-012,Tiramisu Cake,BR-R,5,2026-03-01
CAKE-012,Tiramisu Cake,BR-S,5,2026-03-01
CAKE-012,Tiramisu Cake,BR-T,3,2026-03-01
CAKE-013,Cheesecake,BR-A,34,2026-03-01
CAKE-013,Cheesecake,BR-B,28,2026-03-01
CAKE-013,Cheesecake,BR-C,25,2026-03-01
CAKE-013,Cheesecake,BR-D,22,2026-03-01
CAKE-013,Cheesecake,BR-E,20,2026-03-01
CAKE-013,Cheesecake,BR-F,17,2026-03-01
CAKE-013,Cheesecake,BR-G,17,2026-03-01
CAKE-013,Cheesecake,BR-H,14,2026-03-01
CAKE-013,Cheesecake,BR-I,14,2026-03-01
CAKE-013,Cheesecake,BR-J,14,2026-03-01
CAKE-013,Cheesecake,BR-K,11,2026-03-01
CAKE-013,Cheesecake,BR-L,11,2026-03-01
CAKE-013,Cheesecake,BR-M,8,2026-03-01
CAKE-013,Cheesecake,BR-N,8,2026-03-01
CAKE-013,Cheesecake,BR-O,8,2026-03-01
CAKE-013,Cheesecake,BR-P,8,2026-03-01
CAKE-013,Cheesecake,BR-Q,6,2026-03-01
CAKE-013,Cheesecake,BR-R,6,2026-03-01
CAKE-013,Cheesecake,BR-S,6,2026-03-01
CAKE-013,Cheesecake,BR-T,3,2026-03-01
CAKE-014,Banana Walnut Cake,BR-A,23,2026-03-01
CAKE-014,Banana Walnut Cake,BR-B,19,2026-03-01
CAKE-014,Banana Walnut Cake,BR-C,17,2026-03-01
CAKE-014,Banana Walnut Cake,BR-D,15,2026-03-01
CAKE-014,Banana Walnut Cake,BR-E,13,2026-03-01
CAKE-014,Banana Walnut Cake,BR-F,11,2026-03-01
CAKE-014,Banana Walnut Cake,BR-G,11,2026-03-01
CAKE-014,Banana Walnut Cake,BR-H,10,2026-03-01
CAKE-014,Banana Walnut Cake,BR-I,10,2026-03-01
CAKE-014,Banana Walnut Cake,BR-J,10,2026-03-01
CAKE-014,Banana Walnut Cake,BR-K,8,2026-03-01
CAKE-014,Banana Walnut Cake,BR-L,8,2026-03-01
CAKE-014,Banana Walnut Cake,BR-M,6,2026-03-01
CAKE-014,Banana Walnut Cake,BR-N,6,2026-03-01
CAKE-014,Banana Walnut Cake,BR-O,6,2026-03-01
CAKE-014,Banana Walnut Cake,BR-P,6,2026-03-01
CAKE-014,Banana Walnut Cake,BR-Q,4,2026-03-01
CAKE-014,Banana Walnut Cake,BR-R,4,2026-03-01
CAKE-014,Banana Walnut Cake,BR-S,4,2026-03-01
CAKE-014,Banana Walnut Cake,BR-T,2,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-A,24,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-B,20,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-C,18,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-D,16,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-E,14,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-F,12,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-G,12,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-H,10,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-I,10,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-J,10,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-K,8,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-L,8,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-M,6,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-N,6,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-O,6,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-P,6,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-Q,4,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-R,4,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-S,4,2026-03-01
CAKE-015,Apple Cinnamon Cake,BR-T,2,2026-03-01
CAKE-016,Coconut Cake,BR-A,20,2026-03-01
CAKE-016,Coconut Cake,BR-B,17,2026-03-01
CAKE-016,Coconut Cake,BR-C,15,2026-03-01
CAKE-016,Coconut Cake,BR-D,14,2026-03-01
CAKE-016,Coconut Cake,BR-E,12,2026-03-01
CAKE-016,Coconut Cake,BR-F,10,2026-03-01
CAKE-016,Coconut Cake,BR-G,10,2026-03-01
CAKE-016,Coconut Cake,BR-H,8,2026-03-01
CAKE-016,Coconut Cake,BR-I,8,2026-03-01
CAKE-016,Coconut Cake,BR-J,8,2026-03-01
CAKE-016,Coconut Cake,BR-K,7,2026-03-01
CAKE-016,Coconut Cake,BR-L,7,2026-03-01
CAKE-016,Coconut Cake,BR-M,5,2026-03-01
CAKE-016,Coconut Cake,BR-N,5,2026-03-01
CAKE-016,Coconut Cake,BR-O,5,2026-03-01
CAKE-016,Coconut Cake,BR-P,5,2026-03-01
CAKE-016,Coconut Cake,BR-Q,3,2026-03-01
CAKE-016,Coconut Cake,BR-R,3,2026-03-01
CAKE-016,Coconut Cake,BR-S,3,2026-03-01
CAKE-016,Coconut Cake,BR-T,2,2026-03-01
CAKE-017,Marble Cake,BR-A,28,2026-03-01
CAKE-017,Marble Cake,BR-B,23,2026-03-01
CAKE-017,Marble Cake,BR-C,21,2026-03-01
CAKE-017,Marble Cake,BR-D,18,2026-03-01
CAKE-017,Marble Cake,BR-E,16,2026-03-01
CAKE-017,Marble Cake,BR-F,14,2026-03-01
CAKE-017,Marble Cake,BR-G,14,2026-03-01
CAKE-017,Marble Cake,BR-H,12,2026-03-01
CAKE-017,Marble Cake,BR-I,12,2026-03-01
CAKE-017,Marble Cake,BR-J,12,2026-03-01
CAKE-017,Marble Cake,BR-K,9,2026-03-01
CAKE-017,Marble Cake,BR-L,9,2026-03-01
CAKE-017,Marble Cake,BR-M,7,2026-03-01
CAKE-017,Marble Cake,BR-N,7,2026-03-01
CAKE-017,Marble Cake,BR-O,7,2026-03-01
CAKE-017,Marble Cake,BR-P,7,2026-03-01
CAKE-017,Marble Cake,BR-Q,5,2026-03-01
CAKE-017,Marble Cake,BR-R,5,2026-03-01
CAKE-017,Marble Cake,BR-S,5,2026-03-01
CAKE-017,Marble Cake,BR-T,2,2026-03-01
CAKE-018,Mango Mousse Cake,BR-A,25,2026-03-01
CAKE-018,Mango Mousse Cake,BR-B,21,2026-03-01
CAKE-018,Mango Mousse Cake,BR-C,19,2026-03-01
CAKE-018,Mango Mousse Cake,BR-D,17,2026-03-01
CAKE-018,Mango Mousse Cake,BR-E,15,2026-03-01
CAKE-018,Mango Mousse Cake,BR-F,13,2026-03-01
CAKE-018,Mango Mousse Cake,BR-G,13,2026-03-01
CAKE-018,Mango Mousse Cake,BR-H,10,2026-03-01
CAKE-018,Mango Mousse Cake,BR-I,10,2026-03-01
CAKE-018,Mango Mousse Cake,BR-J,10,2026-03-01
CAKE-018,Mango Mousse Cake,BR-K,8,2026-03-01
CAKE-018,Mango Mousse Cake,BR-L,8,2026-03-01
CAKE-018,Mango Mousse Cake,BR-M,6,2026-03-01
CAKE-018,Mango Mousse Cake,BR-N,6,2026-03-01
CAKE-018,Mango Mousse Cake,BR-O,6,2026-03-01
CAKE-018,Mango Mousse Cake,BR-P,6,2026-03-01
CAKE-018,Mango Mousse Cake,BR-Q,4,2026-03-01
CAKE-018,Mango Mousse Cake,BR-R,4,2026-03-01
CAKE-018,Mango Mousse Cake,BR-S,4,2026-03-01
CAKE-018,Mango Mousse Cake,BR-T,2,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-A,36,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-B,30,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-C,27,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-D,24,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-E,21,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-F,18,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-G,18,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-H,15,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-I,15,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-J,15,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-K,12,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-L,12,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-M,9,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-N,9,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-O,9,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-P,9,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-Q,6,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-R,6,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-S,6,2026-03-01
CAKE-019,Blueberry Muffin Tray,BR-T,3,2026-03-01
CAKE-020,Almond Gateau,BR-A,22,2026-03-01
CAKE-020,Almond Gateau,BR-B,18,2026-03-01
CAKE-020,Almond Gateau,BR-C,16,2026-03-01
CAKE-020,Almond Gateau,BR-D,14,2026-03-01
CAKE-020,Almond Gateau,BR-E,13,2026-03-01
CAKE-020,Almond Gateau,BR-F,11,2026-03-01
CAKE-020,Almond Gateau,BR-G,11,2026-03-01
CAKE-020,Almond Gateau,BR-H,9,2026-03-01
CAKE-020,Almond Gateau,BR-I,9,2026-03-01
CAKE-020,Almond Gateau,BR-J,9,2026-03-01
CAKE-020,Almond Gateau,BR-K,7,2026-03-01
CAKE-020,Almond Gateau,BR-L,7,2026-03-01
CAKE-020,Almond Gateau,BR-M,5,2026-03-01
CAKE-020,Almond Gateau,BR-N,5,2026-03-01
CAKE-020,Almond Gateau,BR-O,5,2026-03-01
CAKE-020,Almond Gateau,BR-P,5,2026-03-01
CAKE-020,Almond Gateau,BR-Q,4,2026-03-01
CAKE-020,Almond Gateau,BR-R,4,2026-03-01
CAKE-020,Almond Gateau,BR-S,4,2026-03-01
CAKE-020,Almond Gateau,BR-T,2,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-A,19,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-B,16,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-C,14,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-D,13,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-E,11,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-F,10,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-G,10,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-H,8,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-I,8,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-J,8,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-K,6,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-L,6,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-M,5,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-N,5,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-O,5,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-P,5,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-Q,3,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-R,3,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-S,3,2026-03-01
CAKE-021,Hazelnut Praline Cake,BR-T,2,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-A,24,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-B,20,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-C,18,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-D,16,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-E,14,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-F,12,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-G,12,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-H,10,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-I,10,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-J,10,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-K,8,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-L,8,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-M,6,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-N,6,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-O,6,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-P,6,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-Q,4,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-R,4,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-S,4,2026-03-01
CAKE-022,Orange Chiffon Cake,BR-T,2,2026-03-01
